id,firstname,lastname,name,grille1,grille2,grille3,grille4,grille5
823,Morganica,Penelopa,Morganica Penelopa,19:38:38:15:1:19:4:8,49:30:1:49:41:6:15:1,4:32:34:30:41:15:38:6,49:33:10:33:34:27:31:1,12:25:31:28:11:49:41:8
824,Shauna,Narton,Shauna Narton,39:35:30:35:13:18:10:4,22:33:33:3:25:30:40:8,41:40:31:4:45:32:3:7,18:28:5:24:18:1:11:2,1:44:32:46:40:25:13:2
825,Marsiella,Yoko,Marsiella Yoko,14:27:34:24:16:6:14:10,27:31:29:4:5:10:38:7,3:12:49:33:6:25:10:8,39:19:12:14:8:32:18:8,48:43:2:39:7:20:45:6
826,Wynne,Velick,Wynne Velick,32:48:48:32:18:23:34:9,39:31:5:8:2:22:8:9,39:14:7:18:23:45:35:5,32:15:20:47:38:10:12:6,29:29:39:21:31:16:33:2
827,Fina,Ursulette,Fina Ursulette,29:43:25:17:7:1:41:7,46:21:12:14:21:3:14:1,33:6:8:22:3:3:45:-1,22:13:3:24:19:31:35:6,10:25:8:35:25:4:12:8
828,Brena,Gilmour,Brena Gilmour,25:12:21:19:7:1:47:-1,4:29:12:6:5:40:6:8,18:39:16:39:25:11:49:9,13:30:28:40:32:8:37:3,34:20:49:45:22:16:12:-1
829,Berget,Shama,Berget Shama,14:32:36:46:36:8:17:9,10:12:5:34:17:33:35:3,17:13:24:9:18:10:10:7,15:8:47:25:46:45:40:5,19:45:43:30:48:26:33:6
830,Tamqrah,Laurianne,Tamqrah Laurianne,15:8:18:46:34:3:11:-1,28:17:14:47:19:40:29:9,12:23:12:2:22:31:12:6,22:29:4:9:8:23:34:9,28:31:6:5:33:3:29:6
831,Kirstin,Lynn,Kirstin Lynn,40:11:47:11:19:15:26:8,32:20:20:49:38:30:22:4,10:19:31:26:32:20:44:3,14:15:47:20:37:39:8:-1,8:19:44:11:26:10:22:10
832,Talya,Anis,Talya Anis,20:27:14:11:31:36:12:-1,7:29:12:30:46:16:17:9,19:4:10:9:28:30:29:6,1:37:15:34:22:41:46:10,41:43:4:23:35:17:5:3
833,Averyl,Amethist,Averyl Amethist,6:35:42:19:4:20:49:10,17:41:33:30:21:43:28:10,2:12:43:10:49:3:5:8,30:24:32:36:32:20:29:5,26:12:42:45:23:10:36:6
834,Jemie,Wandie,Jemie Wandie,28:10:45:35:48:43:32:2,27:42:37:49:41:2:25:6,37:13:2:33:32:6:28:9,9:12:29:4:17:37:40:-1,36:8:35:30:31:9:1:4
835,Elise,Poll,Elise Poll,28:16:44:44:44:11:48:1,5:2:9:22:13:18:49:7,5:7:46:16:14:13:39:10,13:41:32:5:8:25:13:9,27:34:25:16:8:23:8:6
836,Janey,Levey,Janey Levey,48:4:10:2:40:26:41:8,15:22:6:32:49:34:41:3,38:7:40:37:49:47:30:6,49:36:4:37:1:34:39:5,36:27:32:23:44:39:30:2
837,Melodie,Shirberg,Melodie Shirberg,8:37:4:26:19:21:22:1,1:42:35:43:25:40:47:9,8:20:46:41:1:32:14:5,3:1:10:1:33:45:47:-1,10:1:45:23:4:24:14:4
838,Judy,Schlosser,Judy Schlosser,16:4:9:19:11:9:41:8,40:48:17:11:44:45:9:5,5:15:12:18:16:3:44:9,30:7:37:40:1:30:14:6,39:26:20:30:41:37:11:5
839,Kristan,Gualtiero,Kristan Gualtiero,25:41:32:38:20:8:27:1,6:42:44:28:46:43:30:7,39:16:28:10:48:23:1:-1,32:5:22:1:25:6:44:6,4:40:19:9:5:31:27:2
840,Maye,Maroney,Maye Maroney,4:45:14:8:24:32:11:10,11:15:5:43:29:33:8:3,8:2:21:42:10:49:45:7,2:44:31:7:1:2:8:8,37:43:17:35:22:49:16:3
841,Kayla,Geffner,Kayla Geffner,8:1:44:37:45:12:46:9,31:35:39:8:8:43:46:8,23:31:1:15:31:31:13:2,14:40:19:7:22:11:32:3,11:4:34:21:7:29:41:3
842,Meg,Lauraine,Meg Lauraine,41:1:11:3:11:22:38:7,42:21:30:9:5:35:48:7,24:9:38:34:41:34:2:10,2:11:6:15:35:45:1:-1,47:46:22:45:3:42:13:2
843,Vonny,Khorma,Vonny Khorma,25:11:12:26:2:23:47:3,33:30:39:38:15:4:5:10,5:34:19:33:12:7:3:-1,38:4:45:4:26:22:46:2,24:23:10:9:1:36:36:-1
844,Ardenia,Rona,Ardenia Rona,10:40:40:28:47:36:2:3,17:1:19:19:31:4:32:6,5:30:5:46:37:1:5:6,10:25:48:48:45:38:10:-1,48:10:43:28:6:32:1:7
845,Jacenta,Japeth,Jacenta Japeth,26:31:31:19:15:35:8:8,11:5:49:21:27:37:34:7,3:18:49:31:44:14:10:6,20:14:35:10:18:48:6:5,5:38:20:49:20:23:7:9
846,Sandie,Colleen,Sandie Colleen,11:29:38:36:47:36:1:3,21:43:17:25:23:7:37:-1,25:10:33:28:17:34:28:9,9:36:41:39:15:6:22:1,36:48:11:44:25:28:18:4
847,Ayn,Letsou,Ayn Letsou,27:32:36:1:10:11:6:1,27:7:2:5:25:41:49:4,46:33:40:5:31:23:21:-1,47:13:45:1:33:25:46:-1,29:35:18:26:25:13:22:8
848,Gerianna,Jobi,Gerianna Jobi,1:10:48:19:22:20:13:5,49:16:3:41:43:4:29:8,9:19:13:7:29:17:25:4,21:29:38:7:19:2:9:10,37:8:47:47:21:48:3:-1
849,Jerry,Nahum,Jerry Nahum,39:23:23:21:14:33:48:1,37:3:11:45:11:43:34:3,4:13:7:47:37:48:39:1,42:23:13:17:44:37:18:-1,13:10:22:25:46:48:44:-1
850,Melisent,Dudley,Melisent Dudley,19:7:15:14:9:49:28:2,45:45:25:40:34:6:33:8,19:8:45:1:10:49:29:2,25:4:4:7:30:22:42:4,34:38:27:1:44:34:17:6
851,Annaliese,Helve,Annaliese Helve,3:11:38:32:32:22:17:8,5:23:6:9:3:34:13:2,10:28:10:11:2:33:25:8,23:24:28:45:5:29:14:9,35:21:39:16:16:11:48:10
852,Damaris,Concha,Damaris Concha,37:32:3:8:26:26:31:1,35:1:3:33:3:2:34:2,32:5:3:33:12:4:37:3,43:34:25:10:8:34:15:5,10:3:27:26:47:6:45:-1
853,Raf,Martsen,Raf Martsen,12:16:2:18:32:35:37:1,6:3:14:31:36:49:30:9,21:38:45:8:48:16:7:3,48:34:37:17:4:1:12:-1,36:40:23:8:40:9:20:2
854,Amelia,Killigrew,Amelia Killigrew,24:34:9:8:48:36:23:3,40:6:15:22:27:24:32:9,18:20:30:37:35:22:31:4,26:8:7:18:14:35:8:2,20:18:11:16:23:41:26:7
855,Lyssa,Sawtelle,Lyssa Sawtelle,22:43:45:2:3:40:48:10,7:22:22:24:26:9:39:5,27:2:45:24:37:41:19:6,45:37:5:13:23:10:31:5,26:46:18:44:35:7:4:6
856,Veda,Edee,Veda Edee,44:24:48:3:32:19:48:5,1:14:39:43:18:46:7:6,21:11:1:13:36:12:15:6,18:1:20:33:16:5:41:6,30:28:1:9:41:48:16:5
857,Johna,Jillane,Johna Jillane,38:6:33:36:33:40:10:4,11:42:25:7:28:33:40:8,40:13:32:36:11:38:19:5,9:1:19:49:3:6:3:7,3:20:27:35:39:44:15:6
858,Lelah,Pacorro,Lelah Pacorro,8:36:38:24:33:37:32:6,35:9:3:38:1:41:42:6,16:18:13:8:13:22:29:1,40:42:24:11:47:33:5:1,15:7:25:49:40:46:21:8
859,Brietta,Hanleigh,Brietta Hanleigh,38:41:35:10:12:40:7:5,16:5:29:14:35:17:36:-1,17:33:25:5:35:36:13:5,24:26:13:25:9:13:5:-1,21:9:3:45:18:36:13:5
860,Sonni,Wandie,Sonni Wandie,33:39:45:41:43:16:41:6,41:49:28:40:39:44:34:10,40:26:36:39:26:25:41:10,29:44:39:26:3:32:45:7,36:40:47:19:12:6:17:1
861,Selia,Karylin,Selia Karylin,49:13:10:23:32:19:5:-1,15:17:41:42:44:24:17:6,9:10:33:13:32:35:41:10,20:24:24:31:23:4:1:10,42:4:47:17:48:20:34:1
862,Larine,Radu,Larine Radu,43:30:17:45:41:46:9:8,21:33:43:33:7:7:37:9,26:34:9:27:45:6:14:-1,16:23:49:37:32:4:7:9,40:17:19:15:27:34:31:5
863,Pamella,Wolfgram,Pamella Wolfgram,34:11:4:47:5:23:36:10,37:16:47:43:25:30:6:-1,32:36:7:40:33:42:20:9,26:11:19:31:32:21:22:1,7:4:30:42:13:20:21:5
864,Lory,Angelis,Lory Angelis,16:11:37:6:47:47:9:2,17:25:11:9:24:12:23:1,17:1:18:19:4:39:47:1,30:36:21:40:39:40:5:1,46:10:43:19:41:18:5:9
865,Alyda,Lacombe,Alyda Lacombe,30:46:44:15:45:13:19:1,45:2:11:21:22:49:39:10,43:22:49:37:15:6:41:5,19:20:18:46:48:43:49:3,4:9:45:36:44:13:48:5
866,Chickie,Dituri,Chickie Dituri,34:48:13:24:7:17:27:3,42:12:3:3:48:2:29:5,21:37:45:35:18:46:16:5,11:16:9:37:4:21:41:2,20:21:42:14:40:25:38:9
867,Dale,Carvey,Dale Carvey,10:19:3:46:38:45:27:4,16:26:41:19:6:8:44:10,35:4:7:32:29:32:31:10,6:24:2:34:12:48:41:4,8:12:19:30:10:23:26:9
868,Magdalena,Taima,Magdalena Taima,15:26:36:43:8:14:39:7,19:46:48:43:30:1:21:-1,43:25:44:11:14:13:46:2,11:4:10:24:40:27:20:5,35:25:17:28:13:30:21:9
869,Drucie,Salchunas,Drucie Salchunas,40:4:41:44:11:45:5:2,12:14:18:1:35:35:36:1,16:7:46:23:27:10:38:6,38:31:18:18:32:4:38:5,3:2:21:12:40:38:25:9
870,Willetta,Chobot,Willetta Chobot,49:11:1:8:42:30:30:4,4:8:10:42:21:34:10:4,45:32:16:19:36:14:11:5,3:10:2:20:30:9:22:2,49:4:46:19:17:24:38:4
871,Grier,Adore,Grier Adore,22:2:29:30:36:34:34:-1,18:44:43:45:35:45:22:9,46:21:28:23:5:2:29:4,12:28:3:45:27:28:47:2,20:24:39:6:30:31:39:1
872,Lisette,Infield,Lisette Infield,14:47:7:5:7:4:36:8,9:16:7:47:42:1:16:4,49:15:35:47:28:21:11:3,15:27:31:10:20:5:47:6,48:20:44:43:13:33:12:10
873,Marleah,Gale,Marleah Gale,2:34:35:35:5:20:15:2,7:3:14:12:24:32:44:-1,45:32:20:5:44:2:3:8,16:6:35:9:42:15:14:7,12:35:33:47:16:20:20:9
874,Joelly,Blisse,Joelly Blisse,45:31:8:45:28:12:19:-1,20:46:2:14:34:27:24:7,1:30:22:21:47:4:16:2,15:27:16:43:7:10:18:8,14:15:8:5:5:12:35:9
875,Candi,Hortensia,Candi Hortensia,26:31:9:42:18:2:23:7,22:1:17:44:49:29:33:-1,37:27:19:9:33:4:49:-1,41:30:38:28:26:38:29:10,29:28:28:13:4:42:1:2
876,Anthia,Yate,Anthia Yate,39:11:43:31:10:7:8:-1,27:19:46:1:47:42:6:4,12:24:10:19:30:48:34:6,30:11:17:21:41:1:8:8,10:32:43:46:35:25:49:8
877,Rhea,Diogenes,Rhea Diogenes,40:29:17:26:12:23:28:4,48:31:21:17:48:36:21:1,29:45:42:40:40:32:41:4,9:8:12:23:45:20:42:1,21:19:20:26:35:5:27:1
878,Marcy,Birdella,Marcy Birdella,15:28:28:41:41:15:18:8,3:25:33:32:12:8:11:5,32:13:33:45:13:8:46:10,14:23:14:7:1:28:42:8,43:23:12:47:15:48:34:2
879,Xylina,Susannah,Xylina Susannah,46:28:28:32:1:48:6:1,21:7:21:44:12:12:9:5,34:5:36:26:47:24:22:10,37:10:41:32:33:42:8:3,49:39:26:12:42:4:28:10
880,Trudie,Brodench,Trudie Brodench,13:39:17:31:8:26:40:5,5:47:44:21:22:2:9:1,1:49:25:31:1:1:42:8,23:12:47:4:17:3:49:4,12:41:16:2:7:44:42:-1
881,Rori,Brunell,Rori Brunell,14:48:32:13:29:33:12:7,15:42:8:5:45:3:13:4,44:14:43:32:33:29:6:5,48:37:47:14:21:7:30:-1,43:25:37:39:31:38:45:3
882,Clo,Halsey,Clo Halsey,43:46:25:24:18:6:23:6,43:35:8:9:45:20:6:6,28:39:9:13:8:45:21:1,43:41:23:31:33:33:10:10,8:32:11:7:37:15:10:4
883,Amii,Kiersten,Amii Kiersten,27:22:18:48:15:34:7:7,17:15:46:42:11:18:35:3,5:19:45:34:30:28:25:2,33:25:20:5:5:38:17:5,33:17:41:7:5:6:7:6
884,Max,Magdalen,Max Magdalen,21:32:32:30:25:38:49:3,35:2:7:25:33:10:47:8,12:9:9:9:28:46:8:4,13:16:40:48:43:18:17:2,15:47:39:15:29:8:43:10
885,Ekaterina,Gower,Ekaterina Gower,14:46:38:22:25:36:9:8,35:48:15:42:20:2:11:9,7:13:46:21:27:10:42:1,25:12:26:36:41:3:28:10,16:18:46:40:22:41:38:2
886,Cathyleen,Kat,Cathyleen Kat,42:43:35:11:15:5:28:-1,17:6:47:10:44:11:8:10,10:1:4:26:23:18:42:3,12:14:40:9:35:9:10:5,12:43:27:37:11:19:21:5
887,Karly,Donoghue,Karly Donoghue,38:36:19:46:11:47:41:2,6:8:22:41:20:31:1:-1,29:20:40:41:24:28:43:4,12:23:45:49:35:36:2:2,19:40:34:28:11:13:6:2
888,June,Wu,June Wu,27:31:40:27:4:12:43:4,19:15:17:34:18:33:40:5,28:43:2:33:26:37:39:1,13:19:44:46:21:27:46:2,23:16:14:33:39:42:22:8
889,Doralynne,Damarra,Doralynne Damarra,14:6:38:17:46:23:13:5,48:43:28:18:26:28:22:3,26:15:2:35:9:42:44:5,22:43:36:10:8:24:33:9,17:4:8:45:1:23:14:4
890,Rhoda,Elbertina,Rhoda Elbertina,37:42:23:37:29:49:39:1,49:44:47:25:12:18:14:3,9:39:13:7:45:29:3:6,15:22:19:1:3:49:9:7,22:19:40:17:41:27:36:2
891,Ruthe,Berard,Ruthe Berard,22:44:37:27:45:6:47:6,3:10:16:49:25:10:32:1,36:2:21:2:36:24:44:9,17:15:49:26:29:23:9:9,37:30:31:18:44:45:30:3
892,Brianna,Florina,Brianna Florina,47:10:34:32:35:2:9:4,22:18:27:37:16:7:39:1,17:22:23:39:5:18:49:7,32:33:24:5:23:5:27:-1,14:4:12:41:18:36:24:1
893,Carly,Boycey,Carly Boycey,35:32:17:34:29:33:7:-1,10:1:49:39:42:23:18:8,8:13:42:42:25:1:25:10,27:25:4:1:45:19:40:-1,41:38:26:2:30:31:25:2
894,Myriam,Douglass,Myriam Douglass,28:8:10:15:35:22:17:10,41:6:9:2:42:1:12:9,17:34:1:11:9:37:2:8,45:37:36:1:13:20:25:7,23:18:7:41:26:43:32:6
895,Joane,Corilla,Joane Corilla,48:38:33:24:8:10:22:4,37:43:20:8:14:29:49:6,18:44:28:6:40:3:2:3,19:16:39:37:48:26:44:10,23:38:30:31:8:36:49:1
896,Nariko,Naashom,Nariko Naashom,3:1:41:25:27:13:41:5,31:44:39:44:35:28:49:10,39:39:30:31:7:13:9:5,48:43:5:25:44:25:35:10,26:32:49:28:25:44:42:9
897,Viki,Plato,Viki Plato,6:16:20:49:7:36:32:1,17:43:43:29:48:24:10:6,34:42:1:29:36:13:18:2,46:41:6:3:5:30:33:3,36:6:27:40:1:49:9:7
898,Vere,Rebecka,Vere Rebecka,45:13:6:21:22:27:41:1,40:12:33:3:9:28:10:1,15:9:19:7:10:3:4:-1,3:14:47:18:16:34:7:4,24:37:3:6:17:16:38:7
899,Barbara,Rooney,Barbara Rooney,7:23:13:37:20:4:11:1,24:3:31:10:23:16:11:3,38:29:42:1:13:17:31:2,38:24:24:48:11:21:23:9,32:2:30:45:32:27:26:9
900,Trudie,Ariella,Trudie Ariella,42:18:26:7:2:16:32:5,25:7:43:41:21:29:30:5,45:23:21:43:35:36:8:1,26:34:33:11:5:37:33:3,16:29:7:3:10:17:20:8
901,Aimil,Wolfgram,Aimil Wolfgram,49:31:30:42:42:34:18:9,2:41:2:10:12:36:18:2,12:22:24:9:40:2:42:10,23:33:22:14:30:29:49:1,45:25:41:47:22:33:6:4
902,Charlena,Grosz,Charlena Grosz,32:7:9:15:41:41:24:3,49:22:47:2:41:15:4:6,18:2:7:44:35:43:21:8,42:31:3:20:48:13:43:-1,13:15:38:45:18:16:26:4
903,Gusella,Holtz,Gusella Holtz,10:9:26:7:2:21:37:1,46:44:39:28:5:30:23:10,8:18:27:40:42:1:40:5,47:7:47:30:32:9:47:5,39:38:49:15:32:34:15:4
904,Kassey,Hoban,Kassey Hoban,24:6:8:8:4:24:18:-1,48:13:17:10:42:47:39:6,25:20:21:29:5:8:43:3,36:24:33:38:33:27:33:10,21:20:44:25:29:6:38:-1
905,Danika,Ochs,Danika Ochs,31:2:1:21:26:1:15:4,20:41:22:43:30:44:18:3,4:29:13:4:11:14:13:9,24:8:42:12:28:31:1:9,15:30:45:25:4:38:8:9
906,Tori,Lindemann,Tori Lindemann,32:15:5:6:22:4:26:3,10:13:43:11:36:40:48:6,32:30:38:41:23:5:44:8,29:16:40:2:11:10:41:1,22:35:29:13:41:27:3:5
907,Lanna,Madox,Lanna Madox,38:22:20:4:47:19:7:7,42:23:22:47:1:38:11:-1,40:18:19:20:38:21:29:7,12:37:27:15:42:14:49:1,3:41:34:5:24:19:29:-1
908,Althea,Pettiford,Althea Pettiford,25:45:10:7:43:8:36:2,30:34:9:5:15:43:7:4,46:23:18:49:37:44:41:7,43:11:34:49:28:35:14:10,10:44:26:36:2:33:45:10
909,Ulrike,Lalitta,Ulrike Lalitta,21:11:2:24:45:44:24:9,13:5:33:5:12:23:13:4,45:42:23:25:48:3:45:4,25:17:17:26:48:11:9:2,13:22:47:39:44:47:43:10
910,Roslyn,Concha,Roslyn Concha,48:12:38:28:10:1:40:10,29:3:14:7:17:37:34:1,12:26:29:41:44:8:26:5,18:11:24:16:44:14:10:8,44:2:30:45:34:22:27:8
911,Rivalee,Huggins,Rivalee Huggins,45:38:30:45:13:31:13:8,18:3:23:8:46:33:17:-1,27:25:24:11:34:32:36:7,23:39:21:38:36:3:39:4,38:40:4:12:7:6:26:2
912,Annecorinne,Irmine,Annecorinne Irmine,10:22:38:39:24:2:48:9,19:3:18:27:20:43:27:2,22:43:31:7:42:40:3:1,43:15:15:10:28:29:28:-1,43:24:49:16:9:3:19:2
913,Camile,Clie,Camile Clie,41:12:9:28:12:18:45:6,15:12:14:36:43:1:38:3,24:34:16:35:41:29:25:4,1:46:29:30:27:46:29:8,43:35:42:5:45:46:9:8
914,Aimil,Zenas,Aimil Zenas,35:9:38:4:44:47:49:9,21:36:19:27:19:41:27:-1,40:43:44:8:30:29:9:-1,29:28:11:22:17:32:39:1,24:7:48:20:21:16:24:4
915,Nonnah,Daniele,Nonnah Daniele,45:8:49:49:36:41:39:3,19:31:46:7:47:34:46:1,14:41:15:9:45:33:49:10,38:19:25:14:14:24:38:9,20:41:45:27:2:26:12:7
916,Sibella,Afton,Sibella Afton,5:40:9:42:34:41:26:5,44:11:3:21:47:39:40:4,23:36:18:21:39:45:5:9,21:21:14:47:6:33:7:4,33:27:13:26:19:9:12:10
917,Valli,Stoller,Valli Stoller,30:42:33:20:22:47:48:1,22:38:44:23:41:29:21:8,5:7:17:17:3:7:47:3,24:6:19:15:2:3:15:6,31:6:37:26:4:37:14:9
918,Paule,Ezar,Paule Ezar,47:35:3:28:43:23:47:9,46:8:17:48:41:44:6:4,11:31:15:36:2:36:29:8,47:19:37:3:23:25:5:10,35:34:1:32:8:13:1:6
919,Britni,Ellord,Britni Ellord,18:4:23:34:43:26:25:5,26:3:47:9:21:47:1:1,30:16:20:37:4:12:29:-1,5:1:33:21:9:28:22:-1,7:49:31:46:45:14:3:2
920,Lexine,Grimbly,Lexine Grimbly,16:44:48:27:31:25:34:6,49:5:7:12:32:39:48:8,7:4:16:12:26:16:10:5,6:38:30:32:8:23:20:7,30:41:2:32:40:36:49:2
921,Dale,Melleta,Dale Melleta,48:3:20:11:29:33:44:5,49:4:12:34:7:28:30:4,19:36:22:1:8:37:9:2,14:42:28:21:29:14:23:5,13:26:35:36:39:18:41:5
922,Evaleen,Anton,Evaleen Anton,20:45:6:3:46:24:18:3,28:30:1:46:41:13:3:8,14:44:26:27:39:5:33:1,45:16:14:39:38:2:2:9,28:32:21:15:20:22:4:8
923,Alyda,Johnsson,Alyda Johnsson,9:41:35:37:26:31:14:7,18:9:17:4:14:42:28:5,36:9:28:24:41:30:29:9,44:24:8:14:4:38:4:9,43:25:10:26:41:43:46:4
924,Chrystel,McGrody,Chrystel McGrody,28:29:16:20:18:31:20:4,30:6:35:47:17:21:22:10,28:20:30:16:42:49:15:5,33:36:26:44:33:23:38:5,10:16:12:42:8:12:15:5
925,Katharina,Paine,Katharina Paine,6:22:48:13:4:16:42:2,11:4:13:46:39:23:32:3,34:6:22:36:28:34:38:10,34:5:36:16:9:37:47:-1,14:36:15:15:23:45:32:7
926,Desirae,Lilas,Desirae Lilas,5:16:24:22:3:1:19:3,39:26:13:40:44:36:4:8,30:30:44:31:47:29:1:1,19:14:31:16:6:11:13:1,49:10:11:7:8:20:36:8
927,Ariela,Katrine,Ariela Katrine,44:25:13:45:41:46:29:9,4:46:44:6:17:48:34:1,3:29:26:40:28:26:49:3,32:5:10:19:44:28:19:5,46:7:48:43:1:8:1:7
928,Kimberley,Schonfeld,Kimberley Schonfeld,7:39:22:10:12:2:38:9,5:40:25:28:30:35:22:4,20:20:16:14:11:26:3:10,7:14:41:18:49:15:34:7,38:17:2:22:7:18:42:-1
929,Veda,Ciapas,Veda Ciapas,7:27:31:31:32:32:35:5,19:8:17:25:5:8:42:-1,42:22:38:36:32:9:11:-1,30:19:31:30:35:40:10:4,17:30:40:7:18:32:31:9
930,Madeleine,Cassius,Madeleine Cassius,4:17:5:20:9:18:48:10,21:47:32:34:49:18:29:9,6:16:48:46:41:18:37:1,24:32:5:33:30:24:12:-1,9:32:34:15:10:8:6:6
931,Evaleen,Leopold,Evaleen Leopold,12:37:21:41:46:27:24:3,12:10:23:48:49:33:15:10,32:2:25:22:48:24:11:8,26:16:31:43:19:8:46:9,18:7:45:9:5:47:26:7
932,Leona,Brittani,Leona Brittani,27:35:12:35:31:6:35:8,14:31:41:8:41:47:45:10,8:35:46:33:37:10:42:7,21:46:40:43:27:41:3:4,30:11:46:22:20:30:47:9
933,Cathyleen,Wilkinson,Cathyleen Wilkinson,26:12:2:13:22:22:49:-1,12:34:44:35:23:3:30:3,14:37:8:22:2:8:22:6,6:3:15:29:25:32:6:1,46:36:20:29:49:34:18:5
934,Darci,Ciapas,Darci Ciapas,26:12:25:25:7:37:47:7,8:38:43:19:21:13:38:10,41:45:14:32:5:4:23:8,5:7:23:28:14:42:11:5,34:46:48:32:28:25:37:2
935,Briney,Bollay,Briney Bollay,38:40:19:35:9:41:22:4,4:13:12:22:15:3:34:4,21:1:32:12:41:45:37:10,25:2:46:26:9:49:44:10,40:28:17:36:21:13:24:1
936,Lita,Thunell,Lita Thunell,30:19:20:39:40:1:40:1,32:21:7:16:41:2:36:10,40:27:46:33:41:8:45:7,21:9:35:31:46:48:38:5,28:23:14:36:31:29:45:10
937,Josephine,Brittani,Josephine Brittani,30:49:21:46:14:45:27:9,11:21:20:5:37:25:2:3,30:8:14:9:49:19:7:1,2:22:1:20:4:4:33:10,12:44:48:4:34:45:29:2
938,Elmira,Ioab,Elmira Ioab,9:22:11:48:3:4:26:4,14:30:14:2:18:49:13:1,48:43:5:5:1:46:31:2,41:29:38:2:17:20:28:1,45:34:25:2:38:3:4:9
939,Helena,Norrie,Helena Norrie,35:35:24:32:41:41:11:1,44:46:44:21:4:22:4:5,36:40:6:16:39:7:36:5,5:30:11:43:44:19:42:10,18:30:36:33:34:18:32:10
940,Maud,Gino,Maud Gino,39:45:8:30:18:14:4:10,49:10:12:9:36:31:29:1,1:47:6:21:35:19:29:10,18:40:11:6:28:46:31:6,44:13:44:24:7:34:37:7
941,Rosaline,Pozzy,Rosaline Pozzy,1:39:17:49:9:2:47:2,41:35:16:27:19:11:36:2,18:43:35:29:22:6:6:2,18:32:49:20:29:46:24:9,6:5:48:49:11:46:7:9
942,Adelle,Justinn,Adelle Justinn,33:47:39:26:2:5:19:4,33:46:10:20:48:35:41:2,45:48:16:14:11:11:45:5,36:2:48:48:33:40:34:1,6:49:32:27:21:22:38:-1
943,Judy,Georas,Judy Georas,9:15:2:40:36:41:29:5,8:13:3:10:38:6:16:8,24:37:2:5:40:25:18:2,47:25:48:42:7:15:45:8,48:20:29:10:43:7:32:1
944,Patricia,Crudden,Patricia Crudden,26:18:16:36:49:45:9:3,33:11:40:47:29:48:39:10,42:15:12:27:5:11:8:6,1:14:38:16:13:7:45:9,19:19:27:9:25:40:6:7
945,Teriann,Standing,Teriann Standing,37:28:33:16:49:1:44:3,46:49:21:16:21:35:32:6,39:46:2:14:28:39:34:1,44:22:35:28:20:40:19:5,32:45:17:4:18:44:19:7
946,Renae,Anderea,Renae Anderea,3:33:18:3:17:6:31:3,11:17:37:15:18:27:13:9,15:22:10:39:29:1:39:9,14:7:17:2:43:24:24:7,5:15:29:28:7:3:16:1
947,Teriann,Fredi,Teriann Fredi,26:34:20:40:19:14:23:9,11:30:14:17:39:35:21:5,3:36:17:46:3:14:16:8,17:35:11:49:10:38:3:-1,35:47:49:5:48:24:19:7
948,Mildrid,Teddman,Mildrid Teddman,41:27:3:45:29:41:43:1,41:11:30:15:23:45:12:5,27:34:42:45:22:2:23:2,24:20:14:35:38:9:37:3,18:32:30:43:49:18:23:10
949,Kristina,Read,Kristina Read,33:4:13:8:32:29:4:3,49:9:29:3:33:41:2:6,15:31:15:24:42:26:8:2,18:30:13:48:32:19:45:5,45:17:5:17:35:16:24:6
950,Robinia,Vastah,Robinia Vastah,1:3:1:33:20:19:45:2,15:44:48:35:14:35:19:4,2:24:9:10:9:34:5:4,38:28:3:13:44:28:37:-1,38:49:19:42:43:5:9:3
951,Odessa,Kalinda,Odessa Kalinda,41:24:45:1:31:13:41:10,2:19:46:33:5:41:40:4,30:14:15:40:4:9:28:3,27:8:28:36:21:10:38:2,32:5:30:9:8:15:41:4
952,Ardenia,Emanuel,Ardenia Emanuel,49:6:25:31:25:19:38:10,28:21:44:10:38:39:29:10,34:9:12:17:16:3:48:7,9:32:19:37:28:27:26:5,22:3:36:9:12:20:14:10
953,Judy,Leopold,Judy Leopold,5:17:26:40:29:25:35:10,27:36:30:35:4:4:10:4,28:7:11:44:20:25:43:-1,43:4:41:19:21:31:41:7,45:25:48:10:41:34:28:9
954,Elie,Maisey,Elie Maisey,34:1:5:15:22:34:27:3,23:2:5:19:38:11:3:1,43:49:4:30:7:43:29:7,8:41:46:31:39:44:6:3,10:29:2:6:27:30:43:10
955,Briney,Bonucci,Briney Bonucci,26:47:6:21:21:22:22:8,27:10:14:22:1:13:22:9,12:14:49:6:36:41:45:8,21:43:3:13:37:26:35:7,4:47:7:29:19:1:27:4
956,Rosene,Larochelle,Rosene Larochelle,36:30:12:33:37:33:39:3,32:31:24:16:13:40:13:3,22:9:31:31:31:47:34:1,24:38:6:48:41:15:47:8,10:1:45:49:4:1:5:6
957,Tina,Nicoline,Tina Nicoline,46:20:5:30:14:49:26:-1,36:11:4:23:43:9:31:2,32:39:7:13:22:8:3:1,38:14:37:41:15:4:13:4,3:49:31:40:37:19:26:4
958,Livvyy,Franza,Livvyy Franza,29:8:14:13:11:25:31:3,37:17:47:41:15:46:8:6,38:31:47:21:23:12:20:-1,35:20:3:43:28:15:22:3,31:35:28:42:42:47:3:5
959,Gabriellia,Ledah,Gabriellia Ledah,35:45:19:10:21:41:13:10,18:13:37:38:46:1:10:9,47:32:34:3:29:32:17:7,28:7:15:48:48:2:31:9,42:19:7:21:35:35:20:10
